00_TECH_NO_ED,12_10_11_10_21.csv,18,230400,64,8928,8962,8943,8942,8981,8948,8953,8949,8959,8945,8937,8922,8991,8966,8967,8926,8974,8973,8946,8966,8949,8966,8953,8956,8942,8969,8956,9009,8981,8949,8938,8954,8968,8934,8979,8935,8973,8980,8971,8937,8988,8947,8967,8982,8944,8993,8935,8975,8935,8950,
01_TECH_XOR_EXTERNAL,12_10_11_10_57.csv,18,230400,64,11172,11170,11098,11113,11104,11112,11119,11105,11124,11093,11116,11101,11122,11110,11121,11076,11117,11101,11093,11171,11144,11197,11081,11129,11111,11119,11100,11122,11134,11135,11083,11128,11105,11152,11140,11129,11150,11072,11104,11103,11101,11113,11152,11076,11140,11146,11117,11172,11100,11103,
02_TECH_XOR_INTERMEDIATE,12_10_11_11_31.csv,18,230400,64,11188,11262,11215,11226,11212,11243,11232,11251,11264,11240,11252,11225,11213,11207,11233,11231,11284,11207,11219,11214,11228,11226,11331,11272,11324,11273,11307,11326,11250,11196,11247,11300,11324,11248,11233,11217,11281,11219,11244,11243,11249,11281,11319,11267,11261,11259,11270,11242,11275,11319,
03_TECH_XOR_INTERNAL,12_10_11_12_05.csv,18,230400,64,13129,13157,13148,13129,13143,13152,13138,13193,13152,13126,13144,13142,13138,13144,13126,13121,13167,13209,13141,13136,13162,13154,13140,13177,13136,13155,13153,13178,13135,13112,13150,13175,13128,13149,13140,13121,13168,13128,13232,13145,13146,13175,13221,13195,13151,13168,13184,13121,13164,13172,
04_TECH_ONES_EXTERNAL,12_10_11_12_38.csv,18,230400,64,11200,11250,11215,11243,11207,11286,11229,11286,11249,11234,11243,11231,11229,11259,11260,11200,11263,11263,11253,11229,11286,11203,11219,11230,11200,11246,11220,11216,11206,11235,11233,11241,11206,11218,11245,11217,11298,11229,11240,11235,11260,11202,11202,11232,11243,11206,11284,11196,11214,11236,
05_TECH_ONES_INTERMEDIATE,12_10_13_03_56.csv,18,230400,64,13453,13467,13447,13458,13487,13554,13492,13499,13536,13474,13488,13496,13515,13471,13471,13489,13482,13446,13451,13477,13481,13477,13444,13461,13512,13440,13496,13532,13467,13461,13441,13468,13464,13439,13469,13442,13465,13509,13715,13491,13485,13516,13523,13490,13500,13544,13469,13449,13458,13467,
06_TECH_ONES_INTERNAL,12_10_13_04_45.csv,18,230400,64,38217,38289,38250,38203,38195,38276,38263,38235,38293,38222,38261,38237,38250,38246,38261,38282,38249,38212,38261,38218,38290,38234,38218,38214,38211,38248,38249,38266,38264,38236,38229,38277,38205,38259,38214,38230,38277,38219,38268,38213,38201,38210,38256,38262,38285,38237,38288,38257,38220,38249,
07_TECH_TWOS_EXTERNAL,12_10_13_05_19.csv,18,230400,64,11341,11294,11307,11289,11259,11375,11311,11319,11298,11263,11252,11267,11336,11270,11366,11340,11287,11282,11340,11290,11307,11318,11256,11341,11253,11301,11281,11309,11278,11320,11295,11314,11306,11254,11332,11294,11272,11306,11329,11344,11296,11282,11277,11305,11269,11336,11312,11278,11313,11261,
08_TECH_TWOS_INTERMEDIATE,12_10_13_05_53.csv,18,230400,64,12415,12484,12390,12436,12431,12448,12481,12428,12443,12454,12379,12362,12424,12402,12410,12411,12435,12414,12433,12414,12465,12427,12455,12414,12374,12396,12434,12447,12453,12378,12427,12451,12449,12430,12426,12435,12396,12399,12466,12422,12483,12425,12444,12440,12423,12465,12881,12402,12395,12457,
09_TECH_TWOS_INTERNAL,12_10_13_06_41.csv,18,230400,64,40659,40729,40661,40679,40690,40679,40723,40703,40714,40732,40675,40701,40689,40662,40688,40689,40752,40720,40679,40726,40695,40730,40676,40749,40675,40689,40679,40686,40665,40653,40680,40743,40710,40714,40694,40696,40697,40682,40684,40675,40701,40711,40692,40703,40691,40744,40686,40690,40744,40722,
