0_TECH_XOR_INTERNAL,09_22_14_48_19.csv,40,40,40,0,0,102400,51200,51200,
1_TECH_ONES_INTERNAL,09_22_14_49_22.csv,40,40,40,0,12800,102400,51200,51200,
2_TECH_TWOS_INTERNAL,09_22_14_50_24.csv,40,40,40,0,12000,102400,51200,51200,
3_TECH_FLETCHER_INTERNAL,09_22_14_51_56.csv,40,40,40,51200,12800,102400,51200,51200,
4_TECH_CRC_INTERNAL,09_22_14_54_20.csv,40,40,40,51200,12800,102400,51200,51200,
