0_TECH_NO_ED,10_07_12_52_10.csv,320,320,320,2335390,2335602,2336002,2336384,2336552,2336096,2335452,2335600,2335433,2335590,2335778,2335435,2336030,2336201,2334743,2335528,2336098,2335239,2335819,2335755,2335432,2335788,2335755,2335911,2336241,2335545,2336698,2335944,2336017,2335964,2335933,2335119,2336331,2336205,2336078,2335767,2335498,2335877,2336252,2336380,2335428,2335565,2335682,2335782,2335132,2335273,2335287,2335033,2335590,2335483,2335799,2335605,2335738,2335386,2335470,2335844,2335631,2336060,2335778,2336174,2336258,2335391,2335439,2335700,2335594,2335780,2336049,2336155,2336288,2336216,2335546,2335680,2335766,2336146,2335951,2336626,2335586,2335644,2335830,2336330,2335754,2336604,2335612,2336231,2336074,2335678,2335946,2336487,2335626,2336319,2336019,2336350,2335680,2336067,2335986,2335586,2336148,2336227,2335792,2335714,2336233,2335970,2336097,2335811,2335522,2335689,2335610,2335653,2336121,2335976,2336124,2336071,2335474,2335405,2335556,2335524,2335941,2335562,2335368,2335448,2335446,2335737,2335478,2335653,2335320,2336219,2336233,2335384,2335957,2335768,2335367,2335436,2335748,2335182,2335504,2335885,2335451,2335641,2336539,2335218,2336023,2336180,2335716,2336117,2335473,2336285,2335747,2335607,2334806,2335924,
10_TECH_FLETCHER_EXTERNAL,10_07_14_16_49.csv,320,320,320,2341799,2341689,2342014,2341761,2342035,2342067,2341808,2341945,2341711,2342293,2340951,2341635,2342516,2341451,2341426,2342202,2341921,2341607,2341628,2341496,2342489,2342179,2341837,2341993,2342672,2341210,2341492,2342405,2341660,2342376,2341184,2341717,2342006,2341957,2341284,2341347,2341844,2341484,2341732,2341516,2341657,2341137,2341605,2341234,2341323,2341868,2341435,2341475,2340914,2341623,2341700,2341568,2340821,2341569,2341860,2341292,2341396,2342453,2341780,2341155,2341925,2341584,2341343,2341364,2341088,2341482,2341631,2341931,2341422,2342299,2342238,2341348,2341606,2341987,2341531,2341657,2341721,2341433,2340534,2342605,2341617,2341866,2341737,2341030,2341527,2341931,2341452,2341594,2341200,2341686,2341700,2341562,2341881,2341939,2341850,2341256,2341821,2341128,2341304,2341745,2341138,2341511,2341681,2341567,2341342,2341611,2341275,2341687,2340814,2341457,2341615,2341806,2342474,2342000,2342077,2341829,2341892,2341824,2341832,2341780,2341855,2342101,2340878,2341771,2341864,2342721,2341785,2341420,2341624,2340921,2342080,2342420,2341564,2341404,2341717,2341679,2341844,2341667,2342397,2341398,2342207,2342372,2342522,2342028,2342652,2341996,2342103,2341973,2341794,2341747,
11_TECH_FLETCHER_INTERMEDIATE,10_07_14_25_09.csv,320,320,320,2383697,2385045,2384750,2384028,2384301,2383945,2384812,2384941,2384426,2384377,2384232,2384936,2384290,2384393,2385332,2383878,2384677,2384015,2384104,2384641,2383730,2384130,2384352,2384503,2384517,2384345,2384765,2384324,2384020,2384749,2383795,2385121,2384426,2384594,2384318,2385030,2384446,2384754,2384867,2384164,2384394,2384740,2383879,2383910,2384872,2384376,2384704,2383854,2384731,2383818,2384226,2383981,2384148,2384137,2384751,2384891,2384380,2383867,2384344,2383997,2384192,2383826,2384607,2384222,2383966,2384995,2384599,2384160,2384066,2384033,2384232,2384627,2383822,2384134,2384554,2384943,2384783,2384375,2384787,2384393,2383717,2383944,2384323,2384577,2384203,2384343,2383829,2384523,2383516,2385421,2383972,2384455,2384654,2383126,2384467,2384639,2383535,2383733,2383971,2384580,2384047,2384333,2384399,2384134,2384192,2383317,2383757,2384185,2384105,2384361,2383837,2384461,2384016,2384288,2383989,2384017,2383688,2384920,2384535,2384195,2383893,2384533,2384016,2385267,2384603,2384093,2383989,2383753,2384202,2384261,2384609,2384627,2385150,2384290,2383808,2384157,2384550,2383936,2384565,2383341,2384229,2384456,2384630,2383308,2384161,2383810,2384309,2384764,2384406,2384329,
12_TECH_FLETCHER_INTERNAL,10_07_14_34_35.csv,320,320,320,2703519,2703058,2703624,2704086,2704127,2703643,2703057,2703370,2702529,2703099,2703098,2702557,2703266,2702782,2703747,2703137,2703308,2703198,2702970,2704260,2703866,2702887,2703766,2703250,2703218,2704083,2703804,2703787,2701903,2702462,2703237,2704247,2703703,2703345,2703308,2703284,2702440,2702595,2703387,2702897,2703342,2702793,2702665,2702628,2702353,2703629,2701260,2703503,2702511,2702150,2703402,2704440,2702737,2703136,2702651,2702878,2703820,2702533,2703180,2702377,2703650,2702977,2703767,2702598,2703439,2703403,2702895,2702942,2703053,2703411,2702893,2703056,2702411,2702735,2703078,2702760,2702566,2703483,2703696,2702461,2703117,2703352,2703226,2703707,2703285,2703026,2703285,2702991,2702949,2703857,2703221,2704151,2703171,2703603,2702327,2703316,2703365,2703986,2703608,2703488,2703741,2703484,2702749,2703208,2703348,2703519,2703619,2703012,2702957,2702845,2704566,2703788,2703665,2702913,2703770,2703561,2703514,2703211,2702844,2702363,2703381,2702552,2702579,2702957,2703284,2703219,2703386,2703486,2703079,2703202,2703086,2702997,2703370,2702217,2703756,2703452,2703499,2703388,2704046,2703149,2702602,2702881,2703092,2702733,2702729,2703307,2703284,2702550,2703279,2703109,
13_TECH_CRC_EXTERNAL,10_07_14_42_46.csv,320,320,320,2342298,2342443,2342957,2342830,2342369,2342309,2342041,2342136,2342217,2342042,2342421,2342272,2342875,2342882,2342924,2342473,2342101,2342745,2342447,2342228,2342045,2342397,2341852,2342037,2342396,2342213,2343053,2342410,2342660,2342295,2341915,2342505,2341896,2341908,2341972,2342182,2342716,2342399,2341752,2342437,2342080,2342204,2341095,2342199,2341874,2342749,2342078,2342206,2342475,2342087,2342384,2341600,2342777,2343035,2342835,2342502,2342115,2342923,2341727,2342839,2342909,2342652,2342529,2341502,2342530,2341902,2342654,2342733,2342344,2342830,2342585,2341265,2343132,2342108,2341376,2342289,2342679,2343015,2343220,2342721,2341866,2342782,2343544,2342278,2343139,2342864,2343470,2342255,2342859,2341991,2341955,2342426,2342821,2342691,2342498,2343051,2342654,2342492,2342425,2341922,2342290,2342613,2341993,2342905,2342776,2343572,2342171,2342269,2342842,2342490,2342555,2342852,2343206,2342449,2343121,2341259,2343249,2341709,2341517,2342075,2342204,2341337,2341602,2342628,2342149,2342323,2342751,2342886,2341892,2342197,2342326,2342024,2342609,2342085,2342155,2341804,2341627,2341618,2342289,2342153,2342616,2342412,2342587,2341797,2342381,2342200,2341825,2342676,2341554,2342018,
14_TECH_CRC_INTERMEDIATE,10_07_14_51_08.csv,320,320,320,2377905,2377515,2378144,2377227,2377312,2377458,2377773,2376907,2376977,2377546,2377696,2377226,2377654,2376751,2377328,2377275,2377943,2377403,2377682,2377785,2377138,2377426,2377051,2377930,2377776,2377779,2377794,2378402,2377304,2377086,2376626,2376773,2377066,2377943,2377176,2377790,2376914,2377030,2377672,2377815,2377201,2378241,2377646,2378202,2378165,2377189,2377719,2377758,2377798,2376773,2377175,2377761,2376988,2377894,2377103,2377226,2376971,2377259,2377818,2377698,2377462,2377350,2377441,2376861,2376972,2377395,2376828,2376722,2377946,2377329,2376306,2377846,2377303,2377286,2376631,2378098,2377385,2377638,2377739,2377754,2376941,2376681,2377076,2377142,2377514,2377563,2377083,2377426,2377217,2376799,2377687,2377473,2377188,2377485,2377485,2377246,2376865,2377712,2376950,2377823,2377027,2377665,2377369,2378194,2377994,2377963,2377514,2377842,2377282,2377297,2377573,2377320,2377256,2377594,2378325,2378345,2377197,2377187,2376783,2376830,2377551,2377248,2377752,2376901,2377849,2377203,2377864,2377278,2377734,2377397,2376990,2377034,2377142,2377637,2376792,2377383,2378064,2377514,2376683,2377500,2377969,2376784,2377487,2377407,2377049,2377760,2377203,2377371,2377657,2376964,
15_TECH_CRC_INTERNAL,10_07_15_00_24.csv,320,320,320,2663027,2662299,2663532,2663387,2663411,2662788,2663974,2661186,2663672,2663099,2662641,2662353,2662226,2662975,2662558,2662920,2663292,2662810,2661999,2663161,2662704,2663749,2662876,2663448,2662759,2663151,2664197,2663192,2662977,2664162,2663704,2663654,2663880,2662487,2662735,2663584,2662666,2663163,2663510,2662997,2663321,2662654,2663188,2663501,2663518,2663332,2662765,2663604,2663870,2662890,2662814,2662718,2662965,2662930,2663493,2662717,2662808,2663036,2662628,2663581,2662534,2662313,2663468,2662419,2663032,2662927,2662733,2662542,2662327,2663392,2662396,2662786,2663230,2662830,2662766,2662703,2662585,2663356,2663466,2662498,2661848,2662818,2663690,2663231,2662503,2662375,2662403,2662593,2663290,2662865,2662735,2662588,2663186,2662625,2663086,2663754,2662196,2664053,2663775,2662744,2662741,2661999,2662329,2662801,2661845,2662430,2663246,2662643,2662549,2663782,2662535,2662467,2663626,2662045,2663453,2662897,2661880,2663594,2664376,2662562,2663830,2662455,2662168,2662133,2662458,2663450,2663733,2663345,2663184,2663144,2662425,2662638,2663073,2663605,2661922,2663726,2662909,2663561,2662023,2661666,2662626,2663866,2663212,2662248,2663092,2662682,2663008,2662640,2663631,2662384,
16_TECH_XOR_FLET,10_07_15_09_30.csv,320,320,320,2602042,2601786,2602232,2600705,2602721,2602488,2603005,2601618,2601725,2602140,2600959,2601621,2601333,2601355,2601564,2601474,2601799,2602259,2602109,2602909,2601226,2601679,2602077,2601651,2601870,2601951,2600487,2601922,2602691,2602232,2601177,2601382,2601869,2601167,2602294,2601187,2601892,2602623,2601873,2601346,2601681,2601262,2601852,2600925,2601613,2601709,2601150,2602637,2602014,2602261,2602281,2603067,2601642,2601703,2602215,2601578,2601271,2602284,2601471,2602051,2601784,2602737,2601262,2601601,2601425,2602319,2601339,2601383,2602150,2601631,2601690,2601248,2600969,2602206,2601899,2601134,2601969,2601552,2601683,2602262,2602784,2602454,2601665,2601823,2601615,2601899,2602026,2602148,2602165,2601602,2601143,2602482,2601422,2602192,2601774,2601458,2602306,2602135,2601746,2601974,2600884,2602000,2601728,2602563,2602420,2602322,2601760,2602073,2601267,2602376,2601781,2600799,2601861,2601714,2602807,2602243,2602179,2601865,2601212,2601993,2601966,2601516,2601828,2601495,2601848,2602544,2601311,2602252,2601963,2601537,2602086,2602121,2602121,2600609,2600935,2602637,2601485,2602251,2601490,2602545,2601191,2600459,2601476,2601474,2602723,2602114,2601613,2601279,2602131,2601441,
17_TECH_XOR_CRC,10_07_15_18_32.csv,320,320,320,2592752,2593221,2592892,2592553,2592765,2592425,2592629,2592602,2591836,2592728,2592496,2592777,2592730,2592919,2592725,2592743,2592339,2593405,2593243,2593327,2592803,2592846,2593358,2593463,2593462,2593294,2593509,2592580,2593290,2593351,2593509,2593110,2593173,2592952,2592325,2593095,2593386,2592458,2594104,2593131,2592634,2593821,2593656,2592031,2592992,2593193,2593858,2593464,2593417,2592985,2592644,2593575,2592892,2593225,2593393,2592815,2593661,2593744,2593223,2593544,2593066,2592996,2593686,2593352,2593069,2593743,2593568,2592784,2593482,2592881,2593331,2593166,2593043,2593328,2592532,2592813,2592229,2593304,2593299,2592956,2593485,2593107,2592732,2593464,2593634,2593029,2593060,2592497,2592566,2592936,2592498,2592785,2592771,2592212,2592660,2593095,2593200,2591835,2593571,2593774,2592757,2592813,2593014,2593882,2592014,2593253,2592925,2592715,2593440,2592192,2592442,2592891,2592464,2592818,2593055,2593527,2593100,2592518,2592746,2592817,2593218,2592584,2592809,2593641,2592546,2592916,2592284,2592633,2593497,2593199,2592662,2592783,2592848,2593034,2593097,2593031,2593216,2593750,2592666,2593585,2593796,2593254,2592558,2592123,2593009,2593305,2593049,2592546,2592562,2592882,
18_TECH_ONES_FLET,10_07_15_27_36.csv,320,320,320,2598947,2599400,2599210,2599979,2598798,2598334,2600245,2599727,2598638,2598088,2598420,2598969,2598136,2599806,2598898,2599184,2599040,2598797,2598421,2598886,2598987,2599284,2598490,2599710,2599576,2599113,2599679,2599454,2598756,2599233,2599403,2599184,2598831,2598888,2598771,2598580,2598184,2599208,2599718,2598372,2598922,2598745,2599276,2599593,2599943,2598357,2599614,2599375,2599182,2598806,2599029,2599681,2599191,2598457,2599372,2598495,2598153,2599628,2599394,2598043,2599755,2599064,2597829,2598461,2598902,2597864,2598637,2598372,2599177,2599442,2598750,2598715,2599441,2599030,2598589,2599752,2599794,2598410,2599103,2598848,2598840,2598999,2599343,2599553,2598199,2598758,2598292,2598472,2599280,2598833,2599012,2599227,2598719,2598124,2598983,2598267,2599198,2598422,2598085,2598731,2597865,2598676,2599348,2598602,2599610,2598586,2599145,2598641,2599959,2598475,2598353,2598898,2599260,2599104,2599345,2599176,2599440,2599221,2598576,2599466,2598207,2598673,2598748,2599682,2599100,2598590,2597481,2598678,2599146,2599339,2600114,2599302,2599074,2599191,2599297,2598631,2597731,2599420,2598553,2598461,2599036,2598879,2598784,2599218,2599307,2598868,2598554,2599415,2598892,2599518,
