0_TECH_NO_ED,10_07_10_43_43.csv,80,80,80,364116,363962,363963,363999,364069,364169,364039,364081,364143,364235,364133,364019,364076,364077,364095,363910,364022,364214,364281,364136,363814,363864,363859,364051,364077,363998,364279,364003,364089,364119,363905,364113,364024,364026,364161,364090,364262,364430,364065,364125,364057,364048,364158,364215,364048,364345,364122,364031,363985,363992,363908,364144,364081,364133,364118,363963,364095,364005,364045,364145,364051,364367,364160,364142,364308,364153,364038,364138,364012,364083,364188,364079,364176,364007,363971,364116,364080,364207,364184,364115,364109,364004,364157,364070,364024,364324,364192,364210,364211,364159,364083,364117,363941,364179,364091,364347,364058,364176,364181,364288,364183,364032,364142,364011,364027,364128,364227,364024,364093,364255,364145,364093,364088,364127,364117,364104,364131,364327,364085,363941,364214,364124,364184,364113,364062,364027,363804,364058,364255,364238,363990,364076,364281,364067,363856,364124,364104,363977,364070,364171,364123,364050,364069,364209,364102,364220,364236,364050,364171,364278,
10_TECH_FLETCHER_EXTERNAL,10_07_11_00_38.csv,80,80,80,367057,366994,367302,367109,367134,367225,367400,367223,367350,367110,367611,367464,367352,367050,367276,367157,367262,367337,367264,367239,366986,367123,367458,367177,367184,367273,367081,367119,367107,367104,367191,366900,367146,367377,367143,367117,367276,367344,367281,367139,367229,367024,367151,367032,367240,367285,367232,367225,367212,367178,367025,366953,367464,367018,367153,367275,367362,367222,367362,367403,367326,367266,367371,367024,367178,367215,367293,367239,367435,367267,367581,367365,367060,367084,367251,367251,367005,367423,367262,367422,367347,367104,367171,367241,367242,367107,366940,367253,367122,367120,367406,367672,367054,367188,366996,367058,367170,367190,367330,367225,367399,367148,367437,367179,367696,367147,367455,367315,367185,367149,367312,366998,367476,367121,367176,367541,367156,367147,367010,367123,367127,367255,367502,367045,367493,367327,367301,367262,367150,367220,367378,367160,366991,367238,367148,367198,367199,367524,366994,367212,367383,367224,367403,367063,367111,367045,367149,367127,367085,367190,
11_TECH_FLETCHER_INTERMEDIATE,10_07_11_02_17.csv,80,80,80,375602,375791,375536,375928,375822,376008,375893,375469,376105,375652,376048,375462,375680,375981,375346,375661,375684,375752,375563,375868,375953,375740,375963,375783,375743,375727,375926,376079,375718,375863,375622,375641,375978,375530,375653,376052,375695,375691,375771,375723,376100,375737,375831,375476,375920,375507,375754,375792,376207,375695,375730,375436,375707,375936,375693,375945,376227,375734,376124,375461,375770,375917,375559,376085,375869,375666,375531,375684,375846,375653,375979,375452,375566,375717,376160,375655,375721,375635,375762,375249,375599,375662,376212,375923,375437,375782,375335,375970,375756,375747,375868,375788,375605,375795,375680,375974,376118,375849,375779,375775,375941,375515,375906,375521,375809,375813,375763,375674,375727,375613,375835,375817,375983,375927,375689,375980,375718,375555,376070,375693,375593,375420,375808,375647,375616,375553,375802,375773,375910,375758,375646,375667,375713,375434,375619,375528,375457,375851,375895,375703,376097,375614,375502,375587,375814,376047,375864,375656,375738,375811,
12_TECH_FLETCHER_INTERNAL,10_07_11_04_11.csv,80,80,80,448191,448072,448176,448070,447871,448407,448161,448191,448320,448342,448213,448023,448067,448366,448313,448213,448090,448378,447873,447917,448279,448305,448246,448163,447932,448144,448137,448247,448440,448157,448242,448282,448008,447962,447902,448089,448102,448296,448268,448141,448353,448452,448133,448401,448329,448235,448202,448342,448372,448492,448420,448218,448296,448336,448307,448097,448327,448361,448154,448234,448137,448438,448203,448244,448371,448156,448279,448106,448225,448341,448104,448273,448267,448361,448019,448216,448274,448298,447998,448199,448309,448488,448206,447985,448255,448200,448211,448350,448369,448284,448437,448217,448179,448299,448245,448199,448093,448099,447991,447974,448036,448050,448249,448096,448325,447898,448257,448441,448170,448247,448244,448181,448275,448135,448300,447958,448200,448275,448174,447899,448010,448302,448024,448546,448416,448379,448309,448055,447920,447930,448176,447865,448461,448060,448237,448393,448314,448080,448386,448195,448279,448232,447962,447868,448424,448319,448219,448183,448045,448301,
13_TECH_CRC_EXTERNAL,10_07_11_05_49.csv,80,80,80,368219,368218,368106,368148,368427,367880,368274,368185,367932,368408,368033,368321,368407,368423,368351,367925,368135,368104,368596,368454,368263,368515,368390,368270,368277,368331,368044,368131,368268,368158,368440,368501,368000,368168,368234,368315,368291,368059,368176,368065,368220,368061,368249,367971,368397,368238,368351,367984,368299,367930,368448,368289,368226,368106,368084,368055,367934,367840,368058,368025,368289,368454,367963,368196,368314,367805,368283,368263,368031,367955,368622,368414,368640,368192,368335,368042,368256,367936,368546,368278,368169,368149,368045,368328,368182,368024,368266,368089,368160,368155,368193,367955,368106,368249,368015,368106,368067,367888,368111,368093,368245,368148,368346,368124,368301,367979,368291,367986,368024,367887,368170,368007,368297,368041,368286,368108,368211,368111,368216,368390,367990,368050,368107,368206,368029,368073,368301,368377,368125,368181,368053,367994,368091,368417,368281,368522,368493,368176,368005,367840,367993,368265,368163,368048,368281,368261,368181,368272,368370,368391,
14_TECH_CRC_INTERMEDIATE,10_07_11_07_32.csv,80,80,80,374881,374696,375027,374704,374423,374601,375012,374596,374989,374492,374360,374811,374526,375335,374865,374890,374596,374967,374881,374724,374816,374810,374561,374311,374468,374840,374434,374744,375178,374914,374777,374806,374757,375038,374894,374911,374330,374971,374820,374542,374439,374740,374708,374565,375075,374779,374893,374780,374706,374753,374609,374659,374313,374735,374438,374654,374777,374799,374759,374647,374641,374711,374571,374654,374728,374912,374905,375039,374537,374820,374605,374627,374545,374754,374621,374586,375072,374892,374822,374752,374378,374409,374744,374580,374505,374351,374723,374622,374496,374504,374515,374495,374767,374445,374710,374539,374994,374822,374889,375081,374639,374703,374491,374774,375024,374422,374634,374828,374680,374646,374873,374944,374568,374686,374874,374458,374570,374798,375123,375124,374884,374694,374863,374855,374707,374683,374548,374878,374801,374771,374622,374692,374576,374620,374743,374860,374924,374500,375034,374873,374656,374708,374713,375044,374609,374827,374565,374722,374654,374705,
15_TECH_CRC_INTERNAL,10_07_11_09_23.csv,80,80,80,436453,436489,436334,436276,436369,436298,436403,436429,436270,436486,436333,436371,436594,436255,436410,436365,436479,436348,436404,436428,436368,436242,436309,436363,436302,436369,436433,436269,436573,436378,436490,436391,436438,436420,436293,436235,436343,436471,436437,436381,436434,436227,436276,436413,436296,436280,436339,436347,436330,436357,436321,436379,436435,436371,436362,436148,436356,436398,436345,436489,436319,436310,436418,436295,436309,436486,436263,436297,436400,436257,436437,436394,436288,436391,436356,436354,436561,436391,436342,436366,436306,436371,436296,436506,436299,436437,436293,436298,436409,436383,436233,436406,436495,436326,436345,436260,436431,436282,436351,436466,436330,436327,436283,436379,436238,436383,436389,436410,436457,436303,436338,436562,436305,436350,436391,436292,436344,436399,436282,436344,436433,436352,436375,436294,436359,436343,436364,436342,436486,436297,436328,436418,436320,436385,436390,436374,436429,436477,436310,436473,436359,436445,436342,436344,436440,436383,436379,436254,436379,436259,
16_TECH_XOR_FLET,10_07_11_11_10.csv,80,80,80,407715,407694,407673,407673,407765,407695,407727,407716,407651,407673,407610,407686,407697,407606,407642,407671,407763,407672,407803,407726,407690,407751,407559,407691,407721,407755,407590,407700,407616,407688,407657,407768,407751,407752,407690,407609,407656,407660,407646,407615,407601,407703,407595,407660,407589,407837,407716,407663,407665,407780,407673,407603,407624,407631,407672,407715,407653,407643,407715,407670,407606,407649,407663,407774,407699,407698,407682,407645,407743,407674,407614,407743,407759,407688,407712,407654,407674,407635,407744,407644,407742,407637,407609,407679,407615,407584,407613,407868,407718,407750,407688,407672,407641,407648,407761,407693,407753,407698,407644,407767,407720,407860,407746,407589,407656,407645,407612,407715,407663,407737,407700,407619,407716,407604,407655,407696,407602,407757,407678,407705,407736,407656,407632,407643,407658,407590,407945,407673,407638,407704,407834,407671,407626,407664,407609,407689,407688,407655,407687,407606,407861,407676,407662,407603,407608,407673,407621,407764,407699,407686,
17_TECH_XOR_CRC,10_07_11_12_55.csv,80,80,80,407162,407312,407135,407214,407143,407115,407220,407171,407165,407114,407183,407309,407309,407132,407139,407067,407079,407222,407213,407170,407339,407209,407120,407293,407103,407177,407100,407012,407082,407185,407152,407192,407130,407334,407321,407329,407166,407452,407304,407134,407135,407148,407292,407152,407360,407245,407177,407211,407196,407172,407085,407071,407222,407271,407180,407140,407296,407292,407191,407106,407172,407182,407309,407383,407388,407148,407229,407125,407282,407196,407139,407156,407091,407226,407309,407254,407052,407101,407298,407250,407036,407134,407210,407116,407163,407286,407152,407243,407242,407139,407291,407208,407107,407219,407104,407218,407189,407225,407216,407137,407164,407283,407125,407121,407235,407217,407123,407222,407227,407195,407427,407211,407094,407339,407205,407164,407173,407248,407103,407144,407102,407258,407123,407192,407218,407174,407320,407243,407280,407272,407310,407163,407109,407092,407128,407335,407145,407114,407260,407230,407249,407263,407112,407138,407175,407246,407144,407134,407193,407142,
18_TECH_ONES_FLET,10_07_11_14_41.csv,80,80,80,409188,409302,409293,409181,409358,409563,409062,409404,409515,409090,409265,409228,409145,409338,409404,409592,409545,409179,409207,409272,409389,409408,409189,409248,409377,409484,409202,409087,409591,409380,409398,409124,409229,409178,409364,409357,409241,409319,409009,408992,409298,409128,409117,409559,409662,409521,409404,409251,409114,409588,409229,409473,409681,409193,409314,409386,409524,409374,409057,409172,409387,409408,409317,409234,409226,409226,409101,409147,409151,409107,409368,409352,409180,409252,409469,409358,408967,409289,409327,409788,409243,409349,408952,409431,409073,409280,409230,409287,409321,409590,409290,409342,409204,409330,409306,409353,409162,409514,409231,409347,409258,409537,409056,409248,409326,409288,409145,409271,409188,409110,409226,409504,409395,409562,409190,409388,409162,409242,409478,409079,409516,409242,409240,409176,409524,409017,409227,409029,409456,409114,409253,409207,409258,409509,409379,409296,409654,409479,409334,409445,409023,409067,409403,409487,409578,409413,409333,409142,408975,409484,
