00_TECH_NO_ED,12_10_15_26_02.csv,18,230400,64,71621491,71649440,71645122,71631176,71632870,71615698,71643413,71619838,71627828,71626799,71637304,71628247,71636895,71595467,71618671,71630180,71633262,71644198,71616552,71634482,
01_TECH_XOR_EXTERNAL,12_10_16_01_13.csv,18,230400,64,69641025,69600573,69615351,69632048,69608713,69609517,69598770,69604133,69612648,69595500,69630501,69607968,69618982,69620160,69580465,69603775,69595360,69638872,69627654,69599099,
02_TECH_XOR_INTERMEDIATE,12_10_16_36_56.csv,18,230400,64,70552880,70547487,70539129,70554408,70551012,70538357,70538156,70549760,70522208,70535602,70534128,70557361,70532763,70531043,70534341,70543566,70533848,70548145,70548229,70562701,
03_TECH_XOR_INTERNAL,12_10_17_15_18.csv,18,230400,64,75922847,75901822,75898025,75910529,75912049,75933903,75938814,75904048,75923427,75929070,75904938,75902527,75927559,75917487,75919072,75917299,75911411,75930414,75894197,75888612,
04_TECH_ONES_EXTERNAL,12_10_17_50_29.csv,18,230400,64,69551802,69571819,69573165,69573313,69569232,69578966,69561162,69939050,69809674,69588513,69581611,69578324,69598041,69593962,69575906,69607035,69588910,69565794,69590293,69548959,
05_TECH_ONES_INTERMEDIATE,12_10_18_26_10.csv,18,230400,64,70478414,70607084,70488674,70470449,70443541,71046375,70598607,70598133,70847958,70904802,70657908,70809551,70481026,70444929,70438311,70456646,70483217,70463390,70446038,70451508,
06_TECH_ONES_INTERNAL,12_10_19_04_34.csv,18,230400,64,76030476,76005238,76025963,76056358,76034366,76027667,76049126,76035073,76025630,76043824,76042201,76027701,76037146,76039731,76022445,76027175,76029801,76047076,76020529,76024857,
07_TECH_TWOS_EXTERNAL,12_10_19_39_45.csv,18,230400,64,69615330,69598571,69593815,69584916,69585327,69564591,69603595,69583713,69581160,69596255,69607208,69596006,69625896,69584391,69598027,69610548,69591873,69625449,69597738,69596979,
08_TECH_TWOS_INTERMEDIATE,12_10_20_15_26.csv,18,230400,64,70604234,70587989,70602891,70613198,70585364,70599795,70575559,70577609,70570261,70588891,70590003,70595843,70576891,70603041,70587735,70564869,70585708,70577712,70578225,70580667,
09_TECH_TWOS_INTERNAL,12_10_20_53_57.csv,18,230400,64,76216815,76210321,76217931,76195365,76212184,76230197,76226799,76214529,76211737,76218662,76223503,76209577,76214554,76202565,76210666,76221662,76208039,76209947,76222793,76200707,
10_TECH_FLETCHER_EXTERNAL,12_10_21_29_16.csv,18,230400,64,69874019,69857758,69886277,69872427,69859838,69838234,69877536,69859778,69872838,69868311,69850242,69844318,69856727,69868592,69878672,69854063,69862692,69865645,69867175,69872847,
11_TECH_FLETCHER_INTERMEDIATE,12_10_22_05_30.csv,18,230400,64,71667248,71665006,71655386,71664070,71659636,71663226,71649475,71652878,71655697,71666090,71646514,71637848,71665757,71643802,71645639,71656717,71666912,71657307,71678040,71669643,
12_TECH_FLETCHER_INTERNAL,12_10_22_46_28.csv,18,230400,64,81165385,81152729,81170624,81175568,81176893,81166694,81147400,81144643,81160942,81145752,81174565,81165796,81149377,81148095,81174988,81146999,81180796,81169506,81161137,81162899,
13_TECH_CRC_EXTERNAL,12_10_23_21_41.csv,18,230400,64,69629271,69635704,69631898,69628836,69635825,69642999,69662531,69650642,69620224,69633175,69651788,69654853,69632600,69605368,69629329,69625168,69645044,69629960,69614458,69620311,
14_TECH_CRC_INTERMEDIATE,12_10_23_57_59.csv,18,230400,64,71760814,71776951,71769677,71744623,71751960,71774044,71767664,71748899,71772121,71751188,71775156,71765279,71764844,71774813,71772639,71757896,71760613,71751332,71768069,71758544,
15_TECH_CRC_INTERNAL,12_11_00_40_02.csv,18,230400,64,83306931,83308196,83313122,83312818,83301040,83322421,83302767,83291513,83298199,83288479,83309746,83293583,83305352,83290801,83303616,83283578,83286574,83300507,83307104,83320737,
16_TECH_XOR_FLET,12_11_01_19_12.csv,18,230400,64,77514947,77514042,77518916,77506599,77508002,77510711,77523049,77513167,77518936,77528085,77523576,77507208,77486172,77519683,77528180,77513047,77513480,77512489,77518550,77528581,
17_TECH_XOR_CRC,12_11_01_58_29.csv,18,230400,64,77786814,77805157,77806624,77796603,77791659,77812781,77808600,77785356,77791145,77791861,77796652,77786284,77794974,77811026,77783794,77793646,77814430,77793207,77781895,77800948,
18_TECH_ONES_FLET,12_11_02_37_40.csv,18,230400,64,77598922,77608883,77622686,77614948,77605224,77602738,77596966,77610204,77621513,77617499,77615559,77586733,77595163,77611319,77613048,77612988,77617540,77607384,77607926,77598672,
19_TECH_ONES_CRC,12_11_03_17_08.csv,18,230400,64,78131692,78119625,78110497,78128318,78141026,78124672,78117909,78141542,78137068,78142085,78129313,78136935,78120247,78136113,78115721,78141875,78131173,78134556,78128027,78125000,
20_TECH_TWOS_FLET,12_11_03_56_23.csv,18,230400,64,77712411,77727011,77715496,77710600,77718252,77702038,77711068,77710578,77720641,77722071,77705007,77724185,77721381,77708947,77708990,77725675,77709479,77717040,77727653,77713674,
21_TECH_TWOS_CRC,12_11_04_35_45.csv,18,230400,64,77951900,77955525,77947037,77962623,77958048,77961941,77959791,77952723,77972016,77950477,77951986,77959157,77944030,77949257,77963316,77964753,77966688,77960057,77956878,77953904,
22_TECH_FLET_CRC,12_11_05_17_19.csv,18,230400,64,82341250,82342175,82333283,82351975,82352834,82348114,82348856,82339725,82347291,82339917,82348849,82348345,82329838,82335642,82337421,82339908,82352660,82350459,82347876,82330084,
