0_TECH_NO_ED,10_07_11_25_18.csv,160,160,160,876817,876541,876678,876646,876660,876689,876367,876602,876616,876500,876318,876922,876272,876642,876687,876997,876531,876580,876293,876727,876287,876917,876014,876428,876782,876557,876582,876803,876457,876584,876994,876636,876759,876059,876567,876215,876877,876770,876786,876131,876944,876696,876852,876797,876480,876271,877046,876058,876378,876317,876800,876534,876334,876576,876747,876478,876414,876644,876790,876375,876396,876886,876390,876650,876922,876787,876703,876593,876560,876825,876416,876659,876530,876605,876974,876952,876577,876549,876765,876990,876306,876762,876435,876685,877072,876939,876626,876559,876455,876595,876699,876198,876612,875950,876295,875922,876714,876268,876602,876449,876685,876319,875858,876585,876411,876350,876810,876482,876399,876487,876960,876528,876540,877234,876694,876902,876764,877229,876460,876605,877130,876113,876568,876059,876750,876645,877072,876611,876435,876320,876771,876734,876504,876902,876434,876646,876820,876853,876951,876299,876771,877115,877086,876564,876965,876535,876364,876916,876092,875988,
10_TECH_FLETCHER_EXTERNAL,10_07_11_59_45.csv,160,160,160,877984,878708,878635,878908,878336,878807,877669,877733,878740,878607,877916,878212,878438,879161,877961,878187,878307,878733,878616,878853,878173,878532,879240,878678,878762,878656,878240,878046,878931,878831,877794,878463,878043,878298,878671,878736,878420,878522,878582,878303,878472,878236,877631,878059,879229,878214,877904,878629,878444,878119,877887,879293,877960,878467,878501,877562,877964,878616,878844,878621,878263,878815,878526,878361,878441,878011,878623,878593,878105,878531,877972,878084,878804,878654,878790,878796,878735,877614,878581,878549,879270,878564,878563,878158,878687,878448,878105,878873,877503,878151,878034,878697,879357,878448,878211,877449,878827,878004,878553,878348,878884,879228,878457,878545,877554,878165,878469,878395,878223,877055,878488,878479,878249,878419,878737,878068,877858,878371,878471,877443,878501,878463,877966,878530,878160,878778,878050,878313,878549,878822,878398,877743,878935,878010,878850,878557,877646,877850,877831,879117,877720,878251,878668,877685,878328,878795,877734,878543,878586,878900,
11_TECH_FLETCHER_INTERMEDIATE,10_07_12_03_11.csv,160,160,160,902105,902129,902632,902381,902345,901782,902016,901918,902069,901674,902325,902358,902750,902291,902177,902221,902013,902821,902635,901775,902383,902361,902070,902559,902523,902868,902581,901192,902030,902307,901753,902323,902360,901884,902052,902502,902394,902003,901879,902354,902442,901940,902907,902536,901899,902005,901932,902443,902291,901864,901176,902667,902488,901782,902183,901793,902392,902386,902825,902212,902431,902263,901885,902614,902671,901652,902127,902540,902108,902068,902245,902795,901622,902516,902314,902787,902416,902220,902251,902499,902225,901907,902342,902642,902390,901544,901497,902088,902986,902643,902169,902279,902553,901916,901692,901937,902519,901872,902329,902965,902504,902588,902596,902644,902325,902359,901818,902701,902202,902327,902488,901843,902518,902212,902576,902445,902536,901829,901869,901930,901959,901584,902221,902060,902113,902511,902565,902435,902191,902738,902488,902711,902087,902347,902367,901670,902879,902104,902799,902155,902200,901144,901864,901796,902538,902563,902140,902596,902643,902951,
12_TECH_FLETCHER_INTERNAL,10_07_12_07_05.csv,160,160,160,1051020,1050997,1051469,1051266,1051421,1050781,1051896,1051800,1050952,1050962,1050830,1051938,1051539,1051060,1050774,1051522,1050937,1051079,1051014,1051011,1051689,1050504,1051426,1051336,1050607,1051170,1051201,1051773,1051376,1051431,1051235,1051538,1051670,1051266,1051590,1050962,1051378,1050949,1051356,1051194,1051015,1051531,1051426,1051259,1051354,1051876,1051407,1050798,1051110,1051471,1052045,1050868,1051144,1051604,1051254,1051319,1051321,1051342,1050813,1051558,1051715,1050715,1051735,1050849,1051573,1051647,1051170,1051224,1051348,1051381,1051354,1051307,1051713,1051056,1051576,1051329,1050797,1051309,1051315,1051016,1050928,1051429,1051415,1051026,1051082,1051074,1051160,1051081,1051613,1050528,1050946,1051404,1050886,1051429,1051397,1051373,1051482,1051576,1051712,1051183,1051467,1051712,1051575,1051677,1051479,1051540,1050970,1051189,1051578,1050919,1051300,1051093,1051473,1051341,1051181,1051342,1051366,1051551,1051336,1050765,1051359,1051162,1051390,1052082,1051548,1051226,1051493,1051624,1051769,1051587,1051080,1050915,1051378,1051496,1050890,1050852,1051160,1051122,1051668,1052051,1051538,1051347,1051632,1051358,1051506,1051401,1051395,1050817,1051166,1051487,
13_TECH_CRC_EXTERNAL,10_07_12_10_29.csv,160,160,160,884872,885176,884367,884915,884930,884840,884779,885075,885135,884864,885268,884384,885217,885567,884958,885268,885200,884566,885137,885179,884621,884325,885081,884229,885094,884950,884824,885263,885317,885102,884800,885007,885339,885262,884553,885328,884665,884800,884937,885617,884794,884607,885150,884947,884941,885049,884539,884862,884880,885447,885304,884796,884552,885296,884515,884522,884465,884884,884600,884830,884789,885364,885242,885425,885299,885435,884992,884619,884811,885076,884598,885178,884520,884934,885387,884909,885336,884878,884974,884952,884423,884840,884549,884873,885093,885090,884609,884865,884870,885108,884941,885033,884755,885767,885513,884538,885169,885019,884736,884424,885598,885563,885321,885039,884916,885405,885548,885101,885778,884909,884974,884806,884734,884771,885287,884762,885002,884966,884490,885530,884978,884966,884604,885411,884653,884990,885120,885002,885079,885069,885270,884907,885114,885045,885130,884661,885361,884731,885146,885142,885165,884848,885066,884505,885167,885340,885449,884737,885322,884391,
14_TECH_CRC_INTERMEDIATE,10_07_12_13_52.csv,160,160,160,896489,896278,897166,896632,896744,897832,896514,896936,897293,897676,896666,897152,897006,897652,896529,897455,896151,897282,897395,896984,897116,896981,897030,896527,897537,896913,897150,897355,897414,896612,896830,896814,897094,897237,896812,896843,896620,896953,896714,896915,897376,896773,896227,896717,896767,896972,897009,896896,897095,897131,896571,897196,896459,897159,897059,897073,897276,897466,897239,896292,896705,897031,897111,896973,897051,896935,896603,896910,896182,896994,897215,896621,897216,896811,896806,896740,897133,896364,897048,897250,897358,897069,897051,896722,897519,897208,896618,897412,897185,896610,897434,897193,896945,897079,896934,896979,896694,897476,897239,897000,897247,896723,896957,897071,896724,896789,897104,897097,896460,896856,897064,897630,897791,897174,896827,897150,897063,897134,896704,897062,896803,896850,897198,897054,897320,897125,897617,897235,896920,897420,896652,897605,896743,896500,897604,896984,896799,896952,897324,897320,897328,896413,896799,897085,896872,897200,896962,897062,897116,896895,
15_TECH_CRC_INTERNAL,10_07_12_17_44.csv,160,160,160,1033939,1033693,1033252,1033725,1033787,1033405,1033332,1033452,1034273,1033406,1032765,1033831,1033878,1033831,1033660,1033459,1034151,1034024,1033779,1033309,1033716,1033820,1033250,1033280,1033930,1033512,1033908,1033710,1033875,1033561,1034123,1033662,1033704,1033270,1033981,1033784,1033435,1033726,1033346,1033602,1033566,1034046,1033669,1033412,1034128,1033081,1033278,1033655,1033865,1033529,1033410,1033162,1033659,1032941,1033712,1033725,1033885,1033406,1033985,1033573,1033582,1033958,1033328,1032864,1033901,1034466,1034369,1033623,1033465,1033559,1033581,1033251,1033625,1033720,1033363,1033190,1033431,1033332,1033334,1033959,1034194,1033679,1033126,1033615,1034122,1033971,1033398,1033510,1033547,1033319,1034090,1033846,1033896,1033161,1033640,1033462,1033850,1034351,1033697,1033449,1033319,1033912,1033733,1033363,1033423,1033817,1033527,1033706,1033918,1033438,1033274,1033336,1033909,1034267,1033689,1033850,1033892,1033708,1033941,1033221,1033792,1033516,1034186,1033395,1033916,1033586,1033737,1033425,1033482,1033696,1033544,1033756,1033385,1033639,1033581,1034124,1033164,1033484,1033709,1033473,1033427,1033694,1033418,1033872,1033677,1033361,1033696,1033697,1033568,1033887,
16_TECH_XOR_FLET,10_07_12_21_25.csv,160,160,160,986085,985880,985937,986145,986174,986378,985654,986270,986428,986539,986264,986302,986025,985821,986078,986151,986216,986023,986557,985965,986412,985990,986215,986506,985771,986360,985823,986154,986055,986546,986113,986083,986269,986102,986402,986567,986265,985978,986134,986185,986212,986034,986229,986084,986150,986155,986504,985864,986285,985720,984919,986090,986213,986337,986160,985857,985556,986009,986012,986721,986008,985728,985820,986107,986685,985983,986266,986057,986463,986186,986018,985969,985864,986462,985838,986078,985600,986306,985590,986570,985819,986017,986080,986102,986525,986413,986315,986442,986164,986169,986049,986504,986061,986222,986982,986367,985808,985899,986066,986119,986237,986235,986255,986411,986061,986234,986184,986231,985711,986205,986781,986487,986513,986328,986128,986133,986093,986165,986002,985993,985817,985794,986028,985765,986500,986254,986441,986327,985955,986297,986564,986436,986246,986005,986362,986583,986261,986417,985882,986534,986448,986298,986714,986197,986297,986231,986219,985899,986416,985565,
17_TECH_XOR_CRC,10_07_12_25_08.csv,160,160,160,986495,986556,985702,986183,986701,986000,986647,986549,986251,986426,986210,986213,986487,986375,986178,986551,986244,986621,985636,986457,986222,986028,986349,986273,985538,986704,985980,986274,986401,986310,986328,986621,986720,985854,986516,986603,986118,985981,985878,985979,986602,986301,986265,985972,985936,985834,986510,986579,986171,986224,985913,986428,986189,985669,986599,986360,985475,986451,986208,986109,986262,986411,986159,986122,986523,986376,986109,986064,986195,986075,985694,986201,986662,985950,986422,986526,986506,986062,986269,986833,986676,986092,986178,986383,986138,986041,986353,986269,986707,986219,986595,986402,986095,985835,986080,986358,986451,986188,986054,986003,986341,985622,986557,986229,986114,986161,986358,986411,986372,985686,986411,986322,986239,985844,986572,986072,985831,986188,985564,985913,986578,985941,986537,986162,986319,986497,985579,986620,986070,986464,986086,986401,986168,986105,986528,985908,985908,985915,986767,985988,986015,985991,986412,986123,986221,986673,986621,986608,986009,986335,
18_TECH_ONES_FLET,10_07_12_28_55.csv,160,160,160,989548,989757,989925,989361,988616,989570,989818,990016,989638,989502,989880,989662,990108,989835,989874,989497,989790,989399,990088,989788,989775,989922,989644,989661,989717,989550,989764,989322,989278,989457,989828,989407,989801,989682,989803,989541,989661,990170,989999,989704,990143,989070,989566,989769,989848,989978,989279,989685,989685,989719,990051,989584,989100,989847,989250,989636,989419,989456,989518,988886,989441,989533,989620,989255,989419,989810,989197,989639,989718,989704,989229,989924,989994,989140,989719,989761,989710,989330,989565,990232,990019,989181,989040,990056,989390,989445,989576,989597,990459,989746,988952,988871,989781,989620,989170,989732,989562,989694,989799,988979,989317,989669,990027,989680,989908,990051,989366,989315,990106,989816,989850,989480,989758,989995,989762,990339,989810,989259,989638,990112,989822,989547,989808,990048,989902,990143,989368,989560,989833,989531,989875,990494,989654,989764,989442,989580,989739,989477,989693,989883,989932,989859,989769,989238,990071,989630,989717,989885,989631,990463,
